"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Costa Rica","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - Continuous Employment Survey","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2014",1.572,,,
"Costa Rica","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - Continuous Employment Survey","Sex: Female","Occupation (Skill level): Total","2014",0.588,,,
"Costa Rica","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - Continuous Employment Survey","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2014",0,,,
"Costa Rica","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - Continuous Employment Survey","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2014",0.037,,,
"Costa Rica","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - Continuous Employment Survey","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2014",0.551,,,
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Total","2021",70.6,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Total","2021",44.6,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Total","2021",26,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Total","2020",58.8,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Total","2020",37.5,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Total","2020",21.3,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Total","2018",80.9,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2018",26.9,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2018",34.7,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2018",19.2,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Total","2018",52.9,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2018",16.5,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2018",25.9,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2018",10.6,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Total","2018",28,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2018",10.3,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2018",9,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of employed foreign-born population by sex and occupation (thousands)","LFS - MicroCensus","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2018",8.6,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Total","Occupation (Skill level): Total","2020",19.61,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2020",4.995,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2020",3.873,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2020",4.226,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Total","Occupation (Skill level): Not elsewhere classified","2020",6.516,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Male","Occupation (Skill level): Total","2020",12.136,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2020",3.082,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2020",2.585,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2020",2.276,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Male","Occupation (Skill level): Not elsewhere classified","2020",4.193,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Female","Occupation (Skill level): Total","2020",7.474,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2020",1.913,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2020",1.288,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2020",1.95,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Female","Occupation (Skill level): Not elsewhere classified","2020",2.323,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Excluding self-employed"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Total","Occupation (Skill level): Total","2019",23.938,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2019",4.593,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2019",6.011,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2019",5.484,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Total","Occupation (Skill level): Not elsewhere classified","2019",7.85,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Male","Occupation (Skill level): Total","2019",14.605,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2019",2.824,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2019",3.862,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2019",2.677,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Male","Occupation (Skill level): Not elsewhere classified","2019",5.242,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Female","Occupation (Skill level): Total","2019",9.333,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2019",1.769,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2019",2.149,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2019",2.807,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Denmark","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Register-based Labour Force Statistics","Sex: Female","Occupation (Skill level): Not elsewhere classified","2019",2.608,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Total","2020",7.784,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2020",1.95,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2020",3.074,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2020",1.473,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Not elsewhere classified","2020",1.287,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Total","2020",5.572,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2020",1.327,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2020",2.425,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2020",0.845,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Not elsewhere classified","2020",0.975,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Female","Occupation (Skill level): Total","2020",2.212,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2020",0.623,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2020",0.649,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2020",0.628,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Female","Occupation (Skill level): Not elsewhere classified","2020",0.312,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Total","2018",7.573,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2018",2.275,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2018",3.011,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2018",1.137,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Not elsewhere classified","2018",1.15,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Total","2018",5.43,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2018",1.594,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2018",2.401,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2018",0.616,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Not elsewhere classified","2018",0.819,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Female","Occupation (Skill level): Total","2018",2.143,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","2018",0.681,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Female","Occupation (Skill level): Skill level 2 ~ medium","2018",0.61,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Female","Occupation (Skill level): Skill level 1 ~ low","2018",0.521,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Female","Occupation (Skill level): Not elsewhere classified","2018",0.331,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Total","2017",6.943,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","2017",1.596,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Skill level 2 ~ medium","2017",2.837,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Skill level 1 ~ low","2017",1.273,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Total","Occupation (Skill level): Not elsewhere classified","2017",1.237,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Total","2017",4.895,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","2017",1.061,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Skill level 2 ~ medium","2017",2.274,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
"Finland","Inflow of employed foreign-born population by sex and occupation (thousands)","ADM - Employment statistics","Sex: Male","Occupation (Skill level): Skill level 1 ~ low","2017",0.673,,,"Data reference period: End of the year | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 74 years old"
