"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Colombia","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Integrated Household Survey","Sex: Female","Education (Aggregate levels): Less than basic","2020",10.051,,,
"Colombia","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Integrated Household Survey","Sex: Female","Education (Aggregate levels): Basic","2020",46.547,,,
"Colombia","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Integrated Household Survey","Sex: Female","Education (Aggregate levels): Intermediate","2020",63.106,,,
"Colombia","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Integrated Household Survey","Sex: Female","Education (Aggregate levels): Advanced","2020",14.815,,,
"Colombia","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Integrated Household Survey","Sex: Female","Education (Aggregate levels): Level not stated","2020",0.072,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Total","2021",4.057,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Less than basic","2021",1.576,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Basic","2021",0.921,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Intermediate","2021",0.999,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Advanced","2021",0.561,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Total","2021",1.722,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Less than basic","2021",0.813,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Basic","2021",0.549,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Intermediate","2021",0.106,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Advanced","2021",0.254,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Total","2021",2.335,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Less than basic","2021",0.764,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Basic","2021",0.372,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Intermediate","2021",0.892,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Advanced","2021",0.307,"Unreliable",,"Institution producing the data: National Statistical Office | Resident population definition: Living or intending to live in the country for more than 6 months"
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Total","2018",11.053,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Less than basic","2018",2.428,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Basic","2018",3.116,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Intermediate","2018",2.408,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Advanced","2018",3.081,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Level not stated","2018",0.02,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Total","2018",5.984,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Less than basic","2018",1.683,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Basic","2018",1.858,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Intermediate","2018",0.8,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Advanced","2018",1.643,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Level not stated","2018",0,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Total","2018",5.069,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Less than basic","2018",0.745,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Basic","2018",1.258,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Intermediate","2018",1.608,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Advanced","2018",1.439,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Level not stated","2018",0.02,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Total","2017",8.252,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Total","2017",3.713,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Total","2017",4.539,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (ISCED-11): Total","2017",8.252,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (ISCED-11): Total","2017",3.713,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (ISCED-11): Total","2017",4.539,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Total","2016",4.103,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Less than basic","2016",1.169,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Basic","2016",1.589,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Intermediate","2016",0.801,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Advanced","2016",0.545,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Level not stated","2016",0,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Total","2016",2.637,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Less than basic","2016",0.788,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Basic","2016",1.244,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Intermediate","2016",0.298,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Advanced","2016",0.308,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Level not stated","2016",0,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Total","2016",1.466,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Less than basic","2016",0.381,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Basic","2016",0.345,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Intermediate","2016",0.503,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Advanced","2016",0.237,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Level not stated","2016",0,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Total","2015",4.124,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Less than basic","2015",0.719,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Basic","2015",1.749,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Intermediate","2015",0.368,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Advanced","2015",1.258,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Level not stated","2015",0.03,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Total","2015",1.902,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Less than basic","2015",0.454,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Basic","2015",0.971,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Intermediate","2015",0.114,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Advanced","2015",0.333,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Level not stated","2015",0.03,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Total","2015",2.222,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Less than basic","2015",0.265,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Basic","2015",0.778,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Intermediate","2015",0.254,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Advanced","2015",0.925,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Level not stated","2015",0,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Total","2014",3.48,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Less than basic","2014",0.944,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Basic","2014",1.474,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Intermediate","2014",0.649,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Advanced","2014",0.414,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Total","Education (Aggregate levels): Level not stated","2014",0,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Total","2014",2.446,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Less than basic","2014",0.641,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Basic","2014",0.982,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Intermediate","2014",0.41,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Advanced","2014",0.414,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Male","Education (Aggregate levels): Level not stated","2014",0,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Total","2014",1.034,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Less than basic","2014",0.303,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Basic","2014",0.492,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Intermediate","2014",0.239,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Advanced","2014",0,,,
"Costa Rica","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - Continuous Employment Survey","Sex: Female","Education (Aggregate levels): Level not stated","2014",0,,,
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Total","2021",148.5,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Less than basic","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Basic","2021",51.8,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Intermediate","2021",38,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Advanced","2021",52.4,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Level not stated","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Total","2021",74.6,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Less than basic","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Basic","2021",26.5,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Intermediate","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Advanced","2021",25,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Level not stated","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Total","2021",73.9,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Less than basic","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Basic","2021",25.3,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Intermediate","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Advanced","2021",27.4,,,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Level not stated","2021",,"Unreliable",,"Institution producing the data: National Statistical Office | Population coverage: Excluding institutional population | Resident population definition: Living in the country for more than 3 months | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Total","2020",122.1,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Less than basic","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Basic","2020",40.6,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Intermediate","2020",38.9,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Advanced","2020",42.3,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Total","2020",61,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Less than basic","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Basic","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Intermediate","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Advanced","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Total","2020",61.1,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Less than basic","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Basic","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Intermediate","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Female","Education (Aggregate levels): Advanced","2020",,"Unreliable",,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Total","2018",163,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Basic","2018",42.1,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Intermediate","2018",67.3,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Advanced","2018",52.2,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Total","Education (Aggregate levels): Level not stated","2018",1.4,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Total","2018",87.5,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Basic","2018",21.6,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Intermediate","2018",37.8,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Advanced","2018",27.6,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
"Germany","Inflow of working-age foreign-born population by sex and education (thousands)","LFS - MicroCensus","Sex: Male","Education (Aggregate levels): Level not stated","2018",0.5,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old"
